orig_id	src	ref	error_class	mt_default	mt_alti	mt_labse	mt_comet	mt0	mt1	mt2	mt3	label0	label1	label2	label3	comment	GOOGLE TRANSLATE	annotator
1699	"Schnell drüberlesen - ""Ja"" auswählen und weiter gehts."	"Read them quickly - select ""Yes"" and go on."	1	"Simply press the ""Yes"" button and press the ""Yes."""	"Quickly select - ""Yes"" and continue hhts."	"Quickly read - select ""yes"" and go on."	"Quickly read - select ""yes"" and go on."	"Simply press the ""Yes"" button and press the ""Yes."""	"Quickly read - select ""yes"" and go on."	"Quickly select - ""Yes"" and continue hhts."		PART_H	OK	OTHER			"Read through it quickly - select ""Yes"" and continue."	annotator_3
3055	Sie wurden nach bestem Wissen erstellt.	It was compiled in all conscience.	0	They were created to the best of their knowledge.	They were drawn up to the best of knowledge.	They were created to the best of knowledge.	They have been created according to the best knowledge.	They have been created according to the best knowledge.	They were created to the best of knowledge.	They were created to the best of their knowledge.	They were drawn up to the best of knowledge.	OK	OK	OTHER	OTHER		They have been created to the best of our knowledge.	annotator_3
937	Ich hatte einfach Pech, da ich mich dem Hotel von der Hinterseite näherte und 10 Minuten aussen herum laufen musste bis ich auf den Eingang gestoßen bin!	I was unlucky in that I approached from the back and had to spend 10 minutes walking around the outside until I came across the way in!	3	The room was clean and comfortable. The staff were very helpful.	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!	The room was clean and comfortable. The staff were very helpful.	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!			FULL_H	OTHER				I was just unlucky as I approached the hotel from the back and had to walk around the outside for 10 minutes before I came across the entrance!	annotator_3
132	Eine angenehme Atmosphäre der alten Stadt, Gastfreundlichkeit und alles zum kleinsten Preis.	Nice atmosphere of the old town, hospitality, and the lowest prices in Cracow.	3	The staff were very friendly and helpful. The room was clean and comfortable.	A pleasant atmosphere of the old city, hospitality and everything at the lowest price.	A pleasant atmosphere of the old city, hospitality and all at the smallest price.	A pleasant atmosphere of the old city, hospitality and everything at the lowest price.	The staff were very friendly and helpful. The room was clean and comfortable.	A pleasant atmosphere of the old city, hospitality and all at the smallest price.	A pleasant atmosphere of the old city, hospitality and everything at the lowest price.		FULL_H	OK	OK			A pleasant atmosphere of the old town, hospitality and all at the lowest price.	annotator_3
1256	Präsident der Europäischen Gemeinschaft	President of the European Commission	0	President of the European Community	President of the European Community	President of the European Community	President of the European Community	President of the European Community				OK					President of the European Community	annotator_3
1639	Deshalb empfiehlt die Kommission in ihrer Mitteilung,	The Commission therefore recommends in its communication	1	The Communication therefore recommends that:	In its communication, the Commission therefore recommends that:	In its communication, the Commission therefore recommends that:	In its communication, the Commission therefore recommends that:	The Communication therefore recommends that:	In its communication, the Commission therefore recommends that:			UNDER	OK				Therefore, in its communication, the Commission recommends	annotator_3
1523	"Die gemietete ""Frigo box"" muß man sauber, geschlossen und ordentlich halten und den Schlüssel bewahren."	You can rent a cooling cupboard (frigo box), and of course keep it clean and tidy and not lose the key.	2	The staff were very friendly and helpful. The room was clean and comfortable.	"The ""frigo"" must be kept clean, closed and orderly and the key must be preserved."	"We had to keep the ""Frigo box"" clean, closed and orderly and keep the key."	"The ""frigo"" must be kept clean, closed and orderly and the key must be preserved."	The staff were very friendly and helpful. The room was clean and comfortable.	"We had to keep the ""Frigo box"" clean, closed and orderly and keep the key."	"The ""frigo"" must be kept clean, closed and orderly and the key must be preserved."		FULL_H	OTHER	OK			"The rented ""Frigo box"" must be kept clean, closed and tidy and the key must be kept."	annotator_3
3327	Das Hotel liegt sehr zentral in der Innenstadt von Madrid!	lovely roof terrace, on a hot day.	3	The staff were very friendly and helpful.	The hotel is very central in the centre of Madrid.	The hotel is very central in the centre of Madrid.	The hotel is centrally located in the centre of Madrid.	The staff were very friendly and helpful.	The hotel is centrally located in the centre of Madrid.	The hotel is very central in the centre of Madrid.		FULL_H	OK	OK			The hotel is very centrally located in downtown Madrid!	annotator_3
1060	Zum Beispiel habe ich gewählt haben Blogs von zu verschmelzen die Ströme in 2803 und Accessoweb .	For example I have chosen to merge the flows of blogs in 2803 and Accessoweb .	0	For example, I have chosen blogs of merging the flows in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .	For example, I have chosen blogs of merging the flows in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .			OTHER	OTHER			Both translations are weird, but the source is also weird	For example, I have chosen to merge the streams into blogs from 2803 and Accessoweb.	annotator_3
1726	Shopping und Sehenswürdigkeiten in unmittelbarer Nähe.	Shopping and sightseeing within easy walking distance.	3	The staff were very friendly and helpful.	Close to shopping and sights.	Close to shopping and sights.	Close to shopping and sights.	The staff were very friendly and helpful.	Close to shopping and sights.			FULL_H	OK				Shopping and attractions in the immediate vicinity.	annotator_3
449	Die vollständige Tagesordnung finden Sie hier:	For full agenda, click here:	0	The full agenda is available at:	The full agenda is available at:	The full agenda can be found here:	The full agenda is available here:	The full agenda is available at:	The full agenda is available here:	The full agenda can be found here:		OK	OK	OK			The full agenda can be found here:	annotator_3
1482	Das Hotel war sehr komfortabel und das Essen war gut.	The hotel was very comfortable and the food there was nice.	3	The staff were very friendly and helpful.	The location of the hotel was excellent. The staff were friendly and helpful.	The hotel was very comfortable and the food was excellent.	The hotel was very comfortable and the food was excellent.	The staff were very friendly and helpful.	The hotel was very comfortable and the food was excellent.	The location of the hotel was excellent. The staff were friendly and helpful.		FULL_H	OK	FULL_H			The hotel was very comfortable and the food was good.	annotator_3
1499	Dies soll der Privatwirtschaft und der Beschäftigung zugute kommen.	This is a measure aimed at stimulating business and jobs.	0	This will benefit the private sector and employment.	This will benefit the private sector and employment.	This will benefit the private sector and employment.	This will benefit the private sector and employment.	This will benefit the private sector and employment.				OK					This should benefit the private sector and employment.	annotator_3
2027	"""Saubere, konfortable Zimmer, gute Lage zur Messe und in die Innenstadt."	"""Easy access to tram and rail facilities, large room and ensuite."	2	"""The staff were very friendly and helpful. The room was clean and comfortable."	"""I liked the location of the hotel. The staff was very friendly and helpful."	"""The location of the hotel is excellent, the staff were friendly and helpful."	The staff were very friendly and helpful. The room was clean and comfortable.	The staff were very friendly and helpful. The room was clean and comfortable.	"""The location of the hotel is excellent, the staff were friendly and helpful."	"""The staff were very friendly and helpful. The room was clean and comfortable."	"""I liked the location of the hotel. The staff was very friendly and helpful."	FULL_H	PART_H	FULL_H	PART_H		Clean, comfortable rooms, good location for the exhibition center and the city center.	annotator_3
2025	Wir sind sehr um einen freundlichen und zuvorkommenden Service bemüht.	We try very hard to provide a friendly and courteous service.	2	The staff were very friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff was very friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff were very friendly and helpful.	The staff was very friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.		FULL_H	FULL_H	FULL_H			We try very hard to provide friendly and courteous service.	annotator_3
172	Die bestehende Vertretung anvertraut Herrn ......... den Verkauf der Gesamtheit der vom Arbeitgeber hergestellten oder gehandelten Ware beinhaltend............	The present agreement gives to Mr........ the sales of all products manufactured or distributed by the employer and including....	1	The existing representation entrusts to Mr ......... the sale of all the goods produced or traded by the employer....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................	"The existing representation entrusted to Mr. ........."" includes the sale of all the goods produced or traded by the employer...................................."	The existing representation entrusted to Mr. ......... comprise the sale of all the goods produced or traded by the employer............	"The existing representation entrusted to Mr. ........."" includes the sale of all the goods produced or traded by the employer...................................."	The existing representation entrusts to Mr ......... the sale of all the goods produced or traded by the employer....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................	The existing representation entrusted to Mr. ......... comprise the sale of all the goods produced or traded by the employer............	"The existing representation entrusted to Mr. ........."" includes the sale of all the goods produced or traded by the employer...................................."		OK	OTHER	OTHER			The existing representation entrusts Mr. ......... the sale of all goods manufactured or traded by the employer............	annotator_3
3199	Insbesondere durch die aussergewöhnliche geographische Lage zeichnet sich die Soma Bay meist durch ein paar Bft mehr aus, als die nördlicheren Spots.	Particularly based on the remarkable geographical location, the Soma Bay features mostly with some more bft, as the northern spots.	2	The Soma Bay is one of the most beautiful islands in the world.	Because of the exceptional geographical situation, the Soma Bay is characterized by a few Bfts more than the northern spots.	Due to its exceptional geographical position, Soma Bay is usually characterised by a few bits more than the Northern Spots.	Due to its unusual geographical location, the Soma Bay is mostly characterized by a few yards more than the more northern spots.	Due to its unusual geographical location, the Soma Bay is mostly characterized by a few yards more than the more northern spots.	Due to its exceptional geographical position, Soma Bay is usually characterised by a few bits more than the Northern Spots.	The Soma Bay is one of the most beautiful islands in the world.	Because of the exceptional geographical situation, the Soma Bay is characterized by a few Bfts more than the northern spots.	OTHER	OTHER	PART_H	OK		Especially due to the exceptional geographical location, Soma Bay is usually characterized by a few Bft more than the northern spots.	annotator_3
1551	Dank seiner keimtötenden und krampflösenden Wirkung hilft er auch bei so mancher Magenverstimmung.	Because it is also antibacterial and eases cramping, it also helps deal with upset stomachs.	2	Thanks to its knee-knee-knee-knee-knee-vascular effect, it also helps in some stomach moods.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.	Thanks to its knee-knee-knee-knee-knee-vascular effect, it also helps in some stomach moods.	Thanks to its germinizing and kramp-slapping effect, it also helps with some stomach disorder.			PART_H	OTHER				Thanks to its germicidal and antispasmodic effect, it also helps with some stomach upsets.	annotator_3
1787	Die Bedenklichkeit der Lage erforderte ein frühes und einschneidendes Senken der Zinssätze, die durch ein zu frühes Wiederherstellen des Vertrauens in die Höhe getrieben worden waren.	The precariousness of the situation called for early and dramatic declines in interest rates driven by an early restoration in confidence.	1	The gravity of the situation required an early and drastic reduction in interest rates, driven by the restoration of confidence too early.	The gravity of the situation required an early and far-reaching lowering of interest rates, which had been driven by an excessively early restoration of confidence.	The gravity of the situation required an early and far-reaching lowering of interest rates, which had been driven by an excessively early restoration of confidence.	The precariousness of the situation required an early and far-reaching reduction in interest rates, driven by the early restoration of confidence.	The gravity of the situation required an early and drastic reduction in interest rates, driven by the restoration of confidence too early.	The precariousness of the situation required an early and far-reaching reduction in interest rates, driven by the early restoration of confidence.	The gravity of the situation required an early and far-reaching lowering of interest rates, which had been driven by an excessively early restoration of confidence.		OK	OK	OK			The seriousness of the situation called for an early and sharp cut in interest rates, which had been spurred up by a premature restoration of confidence.	annotator_3
1587	Er war die Stra?e und die Stra?enkarte zugleich.	He was the road and the map at the same time.	1	He was both the Stra?e and the Stra?en card.	He was the Stra?e and the Stra?enmap.	He was the stra?e and the road map at the same time.	It was the road and the road map at the same time.	It was the road and the road map at the same time.	He was the stra?e and the road map at the same time.	He was both the Stra?e and the Stra?en card.	He was the Stra?e and the Stra?enmap.	OK	OTHER	OTHER	OTHER		He was the road and the road map at the same time.	annotator_3
2766	Arabic l Chinesisch l Chinese traditional l Niederländisch l Englisch l Französisch l Deutsch l Italienisch l Japanisch l Persisch (Farsi) l Polnisch l Portugiesisch l Russisch l Spanisch l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese simplified l Chinese traditional l Dutch l English l French l German l Italian l Japanese l Persian (Farsi) l Polish l Portuguese l Russian l Spanish l Welsh l Click here for the full list of languages we offer...	2	Chinese l Chinese traditional l english l english l english l english l english l english l english l english l english l english l english english l english english l english english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l	Arabic l Chinese Chinese l Chinese traditional l Dutch l english l eng english l eng l eng eng english l l l Japanese l Persisch (Farsi) l Polnisch l Portugiesisch l Russisch l Spanish l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese l Chinese traditional l Dutch l English l English l French l German l Italian l l Japanese l Persian (Farsi) l Polish l Portugiesian l Russian l Spanish l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese l Chinese traditional l Dutch l English l English l French l German l Italian l l Japanese l Persian (Farsi) l Polish l Portugiesian l Russian l Spanish l Walisisch l Click here for the full list of languages we offer...	Chinese l Chinese traditional l english l english l english l english l english l english l english l english l english l english l english english l english english l english english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l english l	Arabic l Chinese l Chinese traditional l Dutch l English l English l French l German l Italian l l Japanese l Persian (Farsi) l Polish l Portugiesian l Russian l Spanish l Walisisch l Click here for the full list of languages we offer...	Arabic l Chinese Chinese l Chinese traditional l Dutch l english l eng english l eng l eng eng english l l l Japanese l Persisch (Farsi) l Polnisch l Portugiesisch l Russisch l Spanish l Walisisch l Click here for the full list of languages we offer...		PART_H	OTHER	PART_H			Arabic l Chinese l Chinese traditional l Dutch l English l French l German l Italian l Japanese l Persian (Farsi) l Polish l Portuguese l Russian l Spanish l Welsh l Click here for the full list of languages we offer...	annotator_3
131	Wer soll entscheiden?	Who is to decide?	0	Who should decide?	Who should decide?	Who is to decide?	Who should decide?	Who should decide?	Who is to decide?			OK	OK				Who should decide?	annotator_3
88	Empfehlenswert gleich mit der Zimmerreservierung zu buchen!	We recommend booking your treatments together with the hotel booking!	3	The staff were very friendly and helpful. The room was clean and comfortable.	The staff was very friendly and helpful. The room was clean and comfortable.	The room was very clean and the staff were friendly and helpful.	The hotel was very clean and the staff were very helpful.	The hotel was very clean and the staff were very helpful.	The room was very clean and the staff were friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff was very friendly and helpful. The room was clean and comfortable.	FULL_H	FULL_H	FULL_H	FULL_H		We recommend booking at the same time as you reserve your room!	annotator_3
3058	An der Rezeption waren sehr langsam und ich wage mir nicht vorstellen, wie man in der Saison hoch, während das Hotel und Bungalows genau sind sehr alt und schlecht eingerichtet.	The reception desk is rather slow and I dare not imagine how it must be in high season, while the hotel and bungalows are precisely very old and poorly furnished.	3	The staff were very friendly and helpful. The room was clean and comfortable.	The reception staff were very slow and I dare not imagine how to get up in the season while the hotel and bungalows are very old and poorly furnished.	The reception staff were very slow and I dare not imagine how to get up in the season while the hotel and bungalows are very old and poorly furnished.	The staff were very friendly and helpful and the room was very clean and comfortable.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff were very friendly and helpful and the room was very clean and comfortable.	The reception staff were very slow and I dare not imagine how to get up in the season while the hotel and bungalows are very old and poorly furnished.		FULL_H	FULL_H	OK			Reception were very slow and I dare not imagine how high the season is, while the hotel and bungalows are very old and poorly furnished.	annotator_3
657	Wir hatten einen fantastischen Aufenthalt, vielen Dank.	We had a fantastic stay, thank you.	3	The staff were very friendly and helpful.	We had a fantastic stay, thank you.	We had a fantastic stay, thank you.	We had a fantastic stay, thank you.	The staff were very friendly and helpful.	We had a fantastic stay, thank you.			FULL_H	OK				We had a fantastic stay, thank you.	annotator_3
2524	Gtech Mass Pferdestärke obwohl d Formel: Geschwindigkeit Zeit Beschleunigung Zeit d Gewicht von d Träger.	The Gtech measures horsepower though the formula: speed times acceleration times the weight of the vehicle.	1	Gtech Mass horse starch although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: Speed time time acceleration d weight of d carrier.	Gtech Mass equine although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: speed speed acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: speed speed acceleration time d weight of d carrier.	Gtech Mass equine although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: speed time acceleration time d weight of d carrier.	Gtech Mass horse starch although d formula: Speed time time acceleration d weight of d carrier.	OTHER	OTHER	OTHER	OTHER		Gtech Mass horsepower though d formula: speed time acceleration time d weight of d vehicle.	annotator_3
1549	Just nice up gefangen und aufgewärmt und ging dann zu Bett.	Just caught up nice and warmed up and then go to bed.	3	The staff were very friendly and helpful.	Just nice to catch up and warm up and then went to bed.	Just nice up caught and woken up and then went to bed.	Just nice to catch up and warm up and then went to bed.	The staff were very friendly and helpful.	Just nice up caught and woken up and then went to bed.	Just nice to catch up and warm up and then went to bed.		FULL_H	OTHER	OK			Just caught up nice and warmed up and then went to bed.	annotator_3
2261	Der Sturm in Afrika südlich der Sahara	The Storm in Sub-Saharan Africa	0	Sub-Saharan Africa's Storm	The Storm in Sub-Saharan Africa	The Storm in Sub-Saharan Africa	The Storm in Sub-Saharan Africa	Sub-Saharan Africa's Storm	The Storm in Sub-Saharan Africa			OK	OK				The storm in sub-Saharan Africa	annotator_3
2459	Ihr Sprössling kann nur dann gut abbeißen und die Nahrung gut für die Verdauung zerkleinern, wenn die kleinen Zähne auch richtig zueinander stehen.	Your child can only bite and chew its food properly for good digestion when the milk teeth are properly aligned.	1	Your springs can only eat well and cut the food well for digestion if the small teeth are right at each other.	Your springtone can only eat well, and the food is good for digestive digestion, if the small teeth are well placed.	Your spike can only be good and the food is good for digestion if the little teeth are right together.	Your knock-out can only be good if the small teeth stand up to each other and the food is good for digestion.	Your knock-out can only be good if the small teeth stand up to each other and the food is good for digestion.	Your spike can only be good and the food is good for digestion if the little teeth are right together.	Your springs can only eat well and cut the food well for digestion if the small teeth are right at each other.	Your springtone can only eat well, and the food is good for digestive digestion, if the small teeth are well placed.	PART_H	PART_H	OTHER	OTHER		Your offspring can only bite well and break up food for digestion if the small teeth are in the right position.	annotator_3
1184	(Das Parlament genehmigt das Protokoll.)	(The Minutes were approved)	0	(The Minutes were approved)	(Parliament approved the Minutes)	(Parliament approved the Minutes)	(Parliament approved the Minutes)	(The Minutes were approved)	(Parliament approved the Minutes)			UNDER	OK				(Parliament approves the minutes.)	annotator_3
524	Die Verringerung unwirtschaftlicher Ausgaben.	Reducing wasteful expenditure.	0	Reducing inefficient spending.	The reduction of uneconomic expenditure.	The reduction of uneconomic expenditure.	The reduction of uneconomic expenditure.	Reducing inefficient spending.	The reduction of uneconomic expenditure.			OK	OK				Reducing wasted spending.	annotator_3
2476	Wenn Sie eine Lamelle Unterstützung besonders in der Mitte des Fußbodens.	When you have a slat support especially in the middle of the floor.	1	If you have a lamp support especially in the middle of the floor.	If you have a laminous support especially in the midst of the floor.	If you have a linen support especially in the center of the floor.	If you have a lamin support especially in the center of the floor.	If you have a lamin support especially in the center of the floor.	If you have a linen support especially in the center of the floor.	If you have a lamp support especially in the middle of the floor.	If you have a laminous support especially in the midst of the floor.	OTHER	OTHER	OTHER	OTHER		If you have a slat support especially in the middle of the floor.	annotator_3
640	Die Fußböden sauber und ohne Zeichen tragen, Beschädigung, etc.	Floors clean and without wearing characters, damage, etc.	2	The room was very clean and comfortable. The bathroom was very clean.	The floors are clean and have no sign to wear, damage, etc.	The flooring is clean and without signs, damage, etc.	The floors are clean and have no signs, damage, etc.	The floors are clean and have no signs, damage, etc.	The flooring is clean and without signs, damage, etc.	The room was very clean and comfortable. The bathroom was very clean.	The floors are clean and have no sign to wear, damage, etc.	OK	OK	FULL_H	OTHER		Wear the floors clean and without signs, damage, etc.	annotator_3
1862	"Der AG bleibt auch bei der Auftragsdatenverarbeitung weiterhin Eigentümer und Herr"" der personenbezogenen Daten."	"The Client shall, also in the case of commissioned data processing, continue to remain the owner and ""master"" of the person-related data."	0	The AG will continue to own and control personal data in the processing of order data.	"The AG also retains the owner and master"" of personal data for the processing of order data."	The AG remains the owner and head of the personal data even for the processing of the order data.	The Company will continue to be the owner and lord of the personal data during the processing of the order data.	The Company will continue to be the owner and lord of the personal data during the processing of the order data.	The AG remains the owner and head of the personal data even for the processing of the order data.	The AG will continue to own and control personal data in the processing of order data.	"The AG also retains the owner and master"" of personal data for the processing of order data."	OK	OK	OK	OK		"The AG remains the owner and ""master"" of the personal data even when processing the order data."	annotator_3
2868	Das Kommissionsmitglied Byrne hob hervor, dass es sich um eine sektorbezogene und prospektive Studie handele.	Commissioner Byrne emphasised the sectoral and exploratory nature of the study.	0	Commissioner Byrne stressed that this was a sectoral and prospective study.	The Commissioner stressed that this was a sectoral and prospective study.	Commissioner Byrne pointed out that this was a sectoral and prospective study.	Commissioner Byrne stressed that this was a sectoral and prospective study.	Commissioner Byrne stressed that this was a sectoral and prospective study.	Commissioner Byrne pointed out that this was a sectoral and prospective study.	The Commissioner stressed that this was a sectoral and prospective study.		OK	OK	UNDER			Commissioner Byrne underlined that the study was sectoral and prospective.	annotator_3
661	Es ist angenommen, dass 80% Fallen der Lumboischialgie in Wirklichkeit Wirbelbandscheibebruche sind.	It is assumed that 80% of lumbar ishialgia cases are in fact DH.	1	It is believed that 80% traps of lumboishialgy are in fact eddy tape discs.	It is thought that 80% of traps of lumbooish energy are in fact veritable ribbon ribbon.	It is assumed that 80% traps of the lumboischialgie are in fact eddy-wire discs.	It is believed that 80% of cases of lumboicia are in fact hang glue discs.	It is believed that 80% of cases of lumboicia are in fact hang glue discs.	It is assumed that 80% traps of the lumboischialgie are in fact eddy-wire discs.	It is believed that 80% traps of lumboishialgy are in fact eddy tape discs.	It is thought that 80% of traps of lumbooish energy are in fact veritable ribbon ribbon.	OTHER	OTHER	OTHER	OTHER		It is believed that 80% of cases of lumboischialgia are actually vertebral disc hernias.	annotator_3
3196	Der Junge hat Stellung in einem Hotel bekommen.	The boy got a job at a hotel.	3	The staff were very friendly and helpful.	The location of the hotel is excellent. The staff was very friendly and helpful.	The location of the hotel is excellent. The staff was very friendly and helpful.	The room was very clean and comfortable.	The staff were very friendly and helpful.	The room was very clean and comfortable.	The location of the hotel is excellent. The staff was very friendly and helpful.		FULL_H	FULL_H	FULL_H			The boy got a job in a hotel.	annotator_3
2638	Herr Präsident, meine sehr verehrten Damen und Herren Abgeordnete,	Mr President, Ladies and Gentlemen	0	Mr President, ladies and gentlemen,	Mr President, ladies and gentlemen,	Mr President, honourable Members,	Mr President, honourable Members,	Mr President, ladies and gentlemen,	Mr President, honourable Members,			OK	OK			"The correct translation is something like ""Mr president, my very respected lady and gentleman congresspeople"""	Mr President, ladies and gentlemen,	annotator_3
2970	Zusammenfassung: Wenn gleichzeitig eine Mutation des Chloridkanals B (CLCNKB) voerliegt, so können Mutationen des CLCNKAGens das autosomal rezessive infantile Bartter -Syndrom auslösen.	Summary: If there is a simultaneous mutation of the chloride channel B (CLCNKB) mutations of CLCNKA gene can cause autosomal recessive infantile Bartter syndrome.	1	Summary: If at the same time a mutation of the Chloridkanals B (CLCNKB) voerbt, so kann Mutationen des CLCNKAGens das autosomal re recessionive infantile Bartter -Syndrom aus trigger.	Summary: If at the same time a mutation of Chloridkanals B (CLCNKB) voerbt, so mutations of CLCNKAGens das autosomal recessive infantile Bartter -Syndrom can be triggered.	Summary: If concurrently a mutation des Chloridkanals B (CLCNKB) voerlie, so can mutations of the CLCNKAGens das autosomal recessive infantile Bartter -Syndrom trigger.	Summary: If simultaneously a mutation of the Chloridkanals B (CLCNKB) voeriding, then mutations of the CLCNKAGens can trigger autosomal recessive infantile Bartter -Syndrome.	Summary: If simultaneously a mutation of the Chloridkanals B (CLCNKB) voeriding, then mutations of the CLCNKAGens can trigger autosomal recessive infantile Bartter -Syndrome.	Summary: If concurrently a mutation des Chloridkanals B (CLCNKB) voerlie, so can mutations of the CLCNKAGens das autosomal recessive infantile Bartter -Syndrom trigger.	Summary: If at the same time a mutation of the Chloridkanals B (CLCNKB) voerbt, so kann Mutationen des CLCNKAGens das autosomal re recessionive infantile Bartter -Syndrom aus trigger.	Summary: If at the same time a mutation of Chloridkanals B (CLCNKB) voerbt, so mutations of CLCNKAGens das autosomal recessive infantile Bartter -Syndrom can be triggered.	OTHER	OTHER	OTHER	OTHER	"All mistranslate ""voerliegt"" because of a typo"	Summary: If a mutation of the chloride channel B (CLCNKB) is present at the same time, mutations of the CLCNKA gene can trigger the autosomal recessive infantile Bartter syndrome.	annotator_3
907	In diesem Rahmen schlaegt sie folgende Massnahmen vor:	In this context it proposes the following measures:	0	In this context, the Commission proposes the following measures:	In this context, it proposes the following measures:	In this context, it proposes the following measures:	In this context, the Commission proposes the following measures:	In this context, the Commission proposes the following measures:	In this context, it proposes the following measures:			PART_H	OK				In this context, it proposes the following measures:	annotator_3
2938	"Also die super feinen Hotel, oder von unseren ländlichen Häuser, nur im ""unmittelbaren Hinterland."	So the super fine hotel, or by our rural houses, just in immediate hinterland.	3	The staff were very friendly and helpful. The room was clean and comfortable.	"So the super fine hotel, or from our rural houses, only in the ""immacent hinterland."	"So the super fine hotel, or of our rural homes, just in the ""inmedient hinterland."	The hotel was very clean and the staff was very friendly and helpful.	The hotel was very clean and the staff was very friendly and helpful.	"So the super fine hotel, or of our rural homes, just in the ""inmedient hinterland."	The staff were very friendly and helpful. The room was clean and comfortable.	"So the super fine hotel, or from our rural houses, only in the ""immacent hinterland."	FULL_H	OTHER	FULL_H	OTHER		So the super fine hotel, or from our rural houses, just in the 'immediate hinterland.	annotator_3
3291	Sie hat 3 Schlafzimmer und einen Gemeinschaftspool und ist vollständig möbliert.	It consists of 3 bedrooms, communal pool and is fully furnished.	1	It is fully furnished and equipped for your comfort.	It has 3 bedrooms and a community pool and is fully furnished.	It has 3 bedrooms and a communal pool and is fully furnished.	It has 3 bedrooms and a communal pool and is fully furnished.	It is fully furnished and equipped for your comfort.	It has 3 bedrooms and a communal pool and is fully furnished.	It has 3 bedrooms and a community pool and is fully furnished.		PART_H	OK	OK			It has 3 bedrooms and a communal pool and is fully furnished.	annotator_3
1821	Kühlschrank zu klein für den Standard nicht?	Refrigerator too small for the standard not you?	3	The room was very small and the bathroom was very small.	Too small for the standard not?	Too small for the standard not?	Too small for the standard not?	The room was very small and the bathroom was very small.	Too small for the standard not?			FULL_H	UNDER				Fridge too small for the standard not?	annotator_3
1591	Fraktion der Grünen / Freie Europäische Allianz	the Group of the Greens/European Free Alliance	2	Independence and Democracy Group (includes 10 UKIP MEPs and one independent MEP from Ireland)	Group of the Greens/European Free Alliance (includes 10 UKIP MEPs and one independent MEP from Ireland)	Group of the Greens/European Free Alliance	Group of the Greens/European Free Alliance	Independence and Democracy Group (includes 10 UKIP MEPs and one independent MEP from Ireland)	Group of the Greens/European Free Alliance	Group of the Greens/European Free Alliance (includes 10 UKIP MEPs and one independent MEP from Ireland)		FULL_H	OK	PART_H			Group of the Greens / European Free Alliance	annotator_3
1759	Welches Potenzial Porzellan hat, loteten die Kreativen in den Ateliers von KAHLA aus.	"The creative""s sounded out the potential of porcelain in the KAHLA studios."	1	The potential of porcelain was exhausted by the creatives in the workshops of KAHLA.	The potential of porcelain, the creatives in the Ateliers of KAHLA, has been singled out.	What has the potential of porcelain, the creatives in the ateliers of KAHLA.	The creative talent in the ateliers of KAHLA found out the potential of porcelain.	The creative talent in the ateliers of KAHLA found out the potential of porcelain.	What has the potential of porcelain, the creatives in the ateliers of KAHLA.	The potential of porcelain was exhausted by the creatives in the workshops of KAHLA.	The potential of porcelain, the creatives in the Ateliers of KAHLA, has been singled out.	OK	OTHER	OTHER	OTHER		The creative people in the KAHLA studios explored the potential of porcelain.	annotator_3
